algorithm_key,algorithm,text_length,pattern_length,k,mean_runtime_sec,median_runtime_sec,mean_matches,all_source_found
rabin_karp,Rabin-Karp with Verification,2000,24,2,0.0022513035000883974,0.0022513035000883974,1.0,True
rabin_karp,Rabin-Karp with Verification,2000,48,0,0.0015810250006325077,0.0015810250006325077,1.0,True
rabin_karp,Rabin-Karp with Verification,2000,48,1,0.002362841500143986,0.002362841500143986,1.0,True
rabin_karp,Rabin-Karp with Verification,2000,48,2,0.0028431134996935725,0.0028431134996935725,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,12,0,0.0023323214991251007,0.0023323214991251007,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,12,1,0.0035901149994970183,0.0035901149994970183,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,12,2,0.00396471499971085,0.00396471499971085,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,24,0,0.0031171404998531216,0.0031171404998531216,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,24,1,0.004021217499939667,0.004021217499939667,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,24,2,0.004353772499598563,0.004353772499598563,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,48,0,0.003917326500413765,0.003917326500413765,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,48,1,0.0058870949997071875,0.0058870949997071875,1.0,True
rabin_karp,Rabin-Karp with Verification,4000,48,2,0.005491646999871591,0.005491646999871591,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,12,0,0.004238008498759882,0.004238008498759882,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,12,1,0.006871594500807987,0.006871594500807987,1.5,True
rabin_karp,Rabin-Karp with Verification,8000,12,2,0.0076439485001174035,0.0076439485001174035,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,24,0,0.0053413804998854175,0.0053413804998854175,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,24,1,0.008049873000345542,0.008049873000345542,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,24,2,0.009641828500207339,0.009641828500207339,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,48,0,0.0063020639991009375,0.0063020639991009375,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,48,1,0.008392694498979836,0.008392694498979836,1.0,True
rabin_karp,Rabin-Karp with Verification,8000,48,2,0.009956504000001587,0.009956504000001587,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,12,0,0.0007215430005089729,0.0007215430005089729,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,12,1,0.000857386999996379,0.000857386999996379,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,12,2,0.0007936199999676319,0.0007936199999676319,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,24,0,0.0005290574999889941,0.0005290574999889941,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,24,1,0.0007205300007626647,0.0007205300007626647,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,24,2,0.0008977904999483144,0.0008977904999483144,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,48,0,0.0005572039999606204,0.0005572039999606204,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,48,1,0.0009336200000689132,0.0009336200000689132,1.0,True
suffix_array,Suffix Array with Candidate Verification,1000,48,2,0.0008319990001837141,0.0008319990001837141,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,12,0,0.0017200820002472028,0.0017200820002472028,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,12,1,0.001981536499442882,0.001981536499442882,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,12,2,0.00184960449951177,0.00184960449951177,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,24,0,0.001921995999509818,0.001921995999509818,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,24,1,0.002104459999827668,0.002104459999827668,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,24,2,0.0016131174998008646,0.0016131174998008646,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,48,0,0.0015021724993857788,0.0015021724993857788,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,48,1,0.0016700394999134005,0.0016700394999134005,1.0,True
suffix_array,Suffix Array with Candidate Verification,2000,48,2,0.0023263144994416507,0.0023263144994416507,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,12,0,0.006621978000111994,0.006621978000111994,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,12,1,0.003645849000349699,0.003645849000349699,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,12,2,0.00477631950070645,0.00477631950070645,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,24,0,0.003476865000266116,0.003476865000266116,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,24,1,0.0037516259999392787,0.0037516259999392787,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,24,2,0.00388153250059986,0.00388153250059986,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,48,0,0.004682416499235842,0.004682416499235842,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,48,1,0.006758450500456092,0.006758450500456092,1.0,True
suffix_array,Suffix Array with Candidate Verification,4000,48,2,0.004877800999565807,0.004877800999565807,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,12,0,0.013806222500534204,0.013806222500534204,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,12,1,0.010247886500110326,0.010247886500110326,1.5,True
suffix_array,Suffix Array with Candidate Verification,8000,12,2,0.011904865000360587,0.011904865000360587,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,24,0,0.010022923999713385,0.010022923999713385,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,24,1,0.010803693000525527,0.010803693000525527,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,24,2,0.011868477000462008,0.011868477000462008,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,48,0,0.008583854499192967,0.008583854499192967,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,48,1,0.010065353500067431,0.010065353500067431,1.0,True
suffix_array,Suffix Array with Candidate Verification,8000,48,2,0.010863513000003877,0.010863513000003877,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,12,0,0.003581663999284501,0.003581663999284501,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,12,1,0.004561658499369514,0.004561658499369514,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,12,2,0.0035504090001268196,0.0035504090001268196,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,24,0,0.0038702880001437734,0.0038702880001437734,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,24,1,0.0033129800003735,0.0033129800003735,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,24,2,0.0033314174997940427,0.0033314174997940427,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,48,0,0.004226938499414246,0.004226938499414246,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,48,1,0.003339066000080493,0.003339066000080493,1.0,True
suffix_tree,Suffix Tree with Backtracking,1000,48,2,0.004660521000005247,0.004660521000005247,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,12,0,0.006427571499443729,0.006427571499443729,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,12,1,0.07058231700102624,0.07058231700102624,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,12,2,0.009850133500549418,0.009850133500549418,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,24,0,0.007283770501089748,0.007283770501089748,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,24,1,0.006811390999246214,0.006811390999246214,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,24,2,0.04658013449898135,0.04658013449898135,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,48,0,0.007241026999508904,0.007241026999508904,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,48,1,0.007232541001030768,0.007232541001030768,1.0,True
suffix_tree,Suffix Tree with Backtracking,2000,48,2,0.007632843000465073,0.007632843000465073,1.0,True
